country_code,year,inflation_gdp_deflation
VEN,1984,42.5512565943692
VGB,1984,
VIR,1984,
VNM,1984,
VUT,1984,12.1662231333461
WLD,1984,8.01309141254757
WSM,1984,15.8656401004948
XKX,1984,
YEM,1984,
ZAF,1984,11.1505445547794
ZMB,1984,18.331231799032
ZWE,1984,-16.5947477284719
ABW,1985,
AFG,1985,
AGO,1985,19.0352057407944
ALB,1985,0.35122234783789
AND,1985,8.59546375990811
ARB,1985,4.97252640228388
ARE,1985,0.74053288990028
ARG,1985,607.447497830085
ARM,1985,
ASM,1985,
ATG,1985,7.41125986969105
AUS,1985,4.63158958897274
AUT,1985,2.96299580426029
AZE,1985,
BDI,1985,5.06883898015293
BEL,1985,4.62774213948016
BEN,1985,-4.8769817363666
BFA,1985,0.757066710315698
BGD,1985,18.4951156996505
BGR,1985,0.229177128441037
BHR,1985,-1.8249945256706
BHS,1985,8.4607271421591
BIH,1985,
BLR,1985,
BLZ,1985,-1.80503650789562
BMU,1985,7.61408816829676
BOL,1985,12338.6602150646
BRA,1985,248.543659125921
BRB,1985,3.5143272425249
BRN,1985,-2.46494104730081
BTN,1985,6.50861470043431
BWA,1985,22.8936594351148
CAF,1985,34.1451753514768
CAN,1985,
CEB,1985,
CHE,1985,2.27073086128983
CHI,1985,
CHL,1985,41.6819057285706
CHN,1985,10.2093990441341
CIV,1985,0.343657064772017
CMR,1985,11.1871278834318
COD,1985,25.8109093935625
COG,1985,2.4985401529201
COL,1985,24.8835080388417
COM,1985,7.07135475892422
CPV,1985,3.66665785541356
CRI,1985,20.5452146631639
CSS,1985,4.45086845341632
CUB,1985,-2.15753517247596
CUW,1985,
CYM,1985,
CYP,1985,5.66770862761656
CZE,1985,
DEU,1985,2.12472570836948
DJI,1985,
DMA,1985,7.93420858401659
DNK,1985,4.29095396373941
DOM,1985,38.3672891395716
DZA,1985,4.97252640228388
EAP,1985,4.4189398044715
EAR,1985,7.19378544452942
EAS,1985,3.98543544625214
ECA,1985,
ECS,1985,
ECU,1985,-2.44013963945865
EGY,1985,11.5760417629859
EMU,1985,5.2014598400629
ERI,1985,
ESP,1985,8.5954796888247
EST,1985,
ETH,1985,31.7877631812029
EUU,1985,5.18633034431389
FCS,1985,5.15210128362935
FIN,1985,5.2165893358119
FJI,1985,8.21525469136621
FRA,1985,5.45375855690344
FRO,1985,
FSM,1985,
GAB,1985,-1.27605176980616
GBR,1985,5.51169788469916
GEO,1985,-4.70895508589868
GHA,1985,20.6484149868503
GIB,1985,
GIN,1985,
GMB,1985,39.419110439818
GNB,1985,32.3135051269265
GNQ,1985,52.7747865897616
GRC,1985,19.0259558282612
GRD,1985,8.74808514172901
GRL,1985,7.42366302756582
GTM,1985,18.7797351038113
GUM,1985,
GUY,1985,14.5100988981018
HIC,1985,4.62774213948016
HKG,1985,5.36125023554348
HND,1985,1.66148350126687
HPC,1985,10.4054880610347
HRV,1985,
HTI,1985,9.97375895388627
HUN,1985,
IBD,1985,7.80539223267291
IBT,1985,8.19952459565476
IDA,1985,8.21525469136621
IDB,1985,4.53494278712631
IDN,1985,6.19041993354497
IDX,1985,9.69147408695585
IMN,1985,5.32211609473354
IND,1985,7.19378544452942
INX,1985,
IRL,1985,5.18633034431389
IRN,1985,4.0544881480059
IRQ,1985,1.68904839330932
ISL,1985,
ISR,1985,
ITA,1985,9.17464240026035
JAM,1985,28.5288463899539
JOR,1985,6.05808617071224
JPN,1985,1.33099428531381
KAZ,1985,
KEN,1985,8.30578269594497
KGZ,1985,
KHM,1985,
KIR,1985,5.15210128362935
KNA,1985,3.71190961041509
KOR,1985,3.98543544625214
KWT,1985,
LAC,1985,16.6449170009565
LAO,1985,64.8146877854015
LBN,1985,
LBR,1985,
LBY,1985,
LCA,1985,4.45086845341632
LCN,1985,9.36092204780764
LDC,1985,10.2449257948952
LIC,1985,18.1884798603684
LIE,1985,2.85520116074038
LKA,1985,0.583905559493346
LMC,1985,6.50861470043431
LMY,1985,8.20738964351049
LSO,1985,18.7077794752276
LTE,1985,5.18633034431389
LTU,1985,
LUX,1985,3.09248753290503
LVA,1985,
MAC,1985,3.19417075185619
MAF,1985,
MAR,1985,8.95364431960857
MCO,1985,5.52667122043586
MDA,1985,
MDG,1985,10.5660503271742
MDV,1985,
MEA,1985,1.68904839330932
MEX,1985,58.7313833229125
MHL,1985,3.68577832531365
MIC,1985,7.56399701427301
MKD,1985,
MLI,1985,-3.48249032863031
MLT,1985,0.636513583747501
MMR,1985,2.01728103528778
MNA,1985,4.51350727514489
MNE,1985,
MNG,1985,-1.44806090937669
MNP,1985,
MOZ,1985,
MRT,1985,10.2449257948952
MUS,1985,8.19952459565476
MWI,1985,8.93083608552818
MYS,1985,-1.60592219898089
NAC,1985,5.38826666474286
NAM,1985,23.9358522654343
NCL,1985,5.65058435591426
NER,1985,-5.90018028297776
NGA,1985,6.92776915568827
NIC,1985,167.188970705237
NLD,1985,0.86588331045067
NOR,1985,5.19796844880752
NPL,1985,11.4218327561777
NRU,1985,
NZL,1985,13.6339966151957
OED,1985,5.2165893358119
OMN,1985,-0.512003454987905
OSS,1985,6.50861470043431
PAK,1985,4.53494278712631
PAN,1985,0.809565219807268
PER,1985,165.734972479311
PHL,1985,17.0610147409175
PLW,1985,
PNG,1985,1.62013834123726
POL,1985,
PRE,1985,8.93083608552818
PRI,1985,2.69814433030757
PRK,1985,
PRT,1985,21.7345624619029
PRY,1985,26.1313301184776
PSE,1985,
PSS,1985,5.15210128362935
PST,1985,4.29095396373941
PYF,1985,6.60697664060197
QAT,1985,
ROU,1985,
RUS,1985,
RWA,1985,4.56412999960389
SAS,1985,6.85120007248187
SAU,1985,-1.03887538844161
SDN,1985,46.1691452418428
SEN,1985,8.89221275604793
SGP,1985,-1.46548381178779
SLB,1985,9.40918922002543
SLE,1985,68.8897142768519
SLV,1985,3.15378065896392
SMR,1985,
SOM,1985,29.6089683348948
SRB,1985,
SSA,1985,9.58788094021168
SSD,1985,
SSF,1985,8.93083608552818
SST,1985,5.9873722723695
STP,1985,
SUR,1985,-0.939542483924356
SVK,1985,
SVN,1985,
SWE,1985,6.40450696531623
SWZ,1985,5.9873722723695
SXM,1985,
SYC,1985,1.51364750559581
SYR,1985,1.01704622446586
TCA,1985,
TCD,1985,-5.11319482905881
TEA,1985,4.4189398044715
TEC,1985,
TGO,1985,3.40143735089468
THA,1985,2.17720276750025
TJK,1985,
TKM,1985,
TLA,1985,12.465154865434
TLS,1985,
TMN,1985,4.51350727514489
TON,1985,10.2361565241786
TSA,1985,6.85120007248187
TSS,1985,8.93083608552818
TTO,1985,1.23759805904599
TUN,1985,3.59712104139886
TUR,1985,53.054476874505
TUV,1985,
TZA,1985,
UGA,1985,120.335946714458
UKR,1985,
UMC,1985,8.74808514172901
URY,1985,74.0171614543227
USA,1985,3.16244516118897
UZB,1985,
ITA,1986,7.48841788190988
VCT,1985,1.58546227410905
VEN,1985,10.4202108327662
VGB,1985,
VIR,1985,
VNM,1985,
VUT,1985,-3.45015152058646
WLD,1985,5.58862778817506
WSM,1985,1.5389822530985
XKX,1985,
YEM,1985,
ZAF,1985,16.1443312605572
ZMB,1985,41.1373505080315
ZWE,1985,-17.0166590234831
ABW,1986,
AFG,1986,
AGO,1986,-9.01306191994358
ALB,1986,-2.41730042881588
AND,1986,10.8788152586437
ARB,1986,7.26025166616866
ARE,1986,-1.69848529741975
ARG,1986,77.2922366864133
ARM,1986,
ASM,1986,
ATG,1986,8.12494016710541
AUS,1986,6.45582415761285
AUT,1986,2.95099701537751
AZE,1986,
BDI,1986,-4.25741423815771
BEL,1986,2.7967811357781
BEN,1986,-3.6041725823892
BFA,1986,-6.34567686458379
BGD,1986,8.25440489427083
BGR,1986,1.34548961532433
BHR,1986,-17.392650306292
BHS,1986,4.66038702945259
BIH,1986,
BLR,1986,
BLZ,1986,4.20236122243574
BMU,1986,5.83513671421576
BOL,1986,230.105222284287
BRA,1986,149.179318289698
BRB,1986,4.47349515734055
BRN,1986,-31.9047475758694
BTN,1986,7.18543790225527
BWA,1986,14.0612498745981
CAF,1986,-3.42903722815151
CAN,1986,
CEB,1986,
CHE,1986,3.03459375925218
CHI,1986,
CHL,1986,21.4548966568028
CHN,1986,4.66902079732994
CIV,1986,-2.0204048360965
CMR,1986,0.179235683877991
COD,1986,28.4532565060463
COG,1986,-29.1726624817288
COL,1986,29.1689263673813
COM,1986,7.39227630448525
CPV,1986,17.6933959232733
CRI,1986,18.0499235187227
CSS,1986,4.58356264544078
CUB,1986,-3.91406104200459
CUW,1986,
CYM,1986,
CYP,1986,4.15066893987617
CZE,1986,
DEU,1986,2.99954311462282
DJI,1986,
DMA,1986,5.6414789547043
DNK,1986,2.31558594575361
DOM,1986,9.38727107753951
DZA,1986,2.40534325293618
EAP,1986,2.89193638813423
EAR,1986,7.47541977238528
EAS,1986,3.91104177907986
ECA,1986,
ECS,1986,
ECU,1986,-13.690424395023
EGY,1986,12.8751716472171
EMU,1986,4.45042252621894
ERI,1986,
ESP,1986,10.8788166820277
EST,1986,
ETH,1986,-5.27315545584219
EUU,1986,4.15066893987617
FCS,1986,2.4538805489823
FIN,1986,4.75017611256172
FJI,1986,3.05129778035746
FRA,1986,5.05517163446163
FRO,1986,
FSM,1986,
GAB,1986,-20.8098140654884
GBR,1986,4.33535606610785
GEO,1986,6.56949291927266
GHA,1986,41.7057955236849
GIB,1986,
GIN,1986,
GMB,1986,40.5167890980445
GNB,1986,112.89481537569
GNQ,1986,-2.92340971604136
GRC,1986,18.8819985613091
GRD,1986,4.33505386469857
GRL,1986,4.12958712728795
GTM,1986,41.4625927752496
GUM,1986,
GUY,1986,12.2933626905493
HIC,1986,4.33535606610785
HKG,1986,3.77073871797688
HND,1986,2.12867790570674
HPC,1986,7.32626398532695
HRV,1986,
HTI,1986,15.9345984327886
HUN,1986,
IBD,1986,6.78940045356175
IBT,1986,6.56949291927266
IDA,1986,5.5654414336703
IDB,1986,4.48351413387438
IDN,1986,2.35606885998352
IDX,1986,7.26025166616866
IMN,1986,2.17153665936733
IND,1986,6.78940045356175
INX,1986,
IRL,1986,6.54969620410549
IRN,1986,12.2355433967133
IRQ,1986,-6.73151835962067
ISL,1986,
ISR,1986,
JAM,1986,26.861122180827
JOR,1986,7.76540164251529
JPN,1986,1.64415134367869
KAZ,1986,
KEN,1986,8.71172359110277
KGZ,1986,
KHM,1986,
KIR,1986,5.21739130434781
KNA,1986,6.19676818536649
KOR,1986,4.96718010956681
KWT,1986,
LAC,1986,14.113980561669
LAO,1986,51.1154587374666
LBN,1986,
LBR,1986,
LBY,1986,
LCA,1986,4.48351413387438
LCN,1986,7.16085417623595
LDC,1986,7.26025166616866
LIC,1986,14.0008043499225
LIE,1986,3.69822485294608
LKA,1986,5.91728493274992
LMC,1986,5.53608293030337
LMY,1986,6.24338892601129
LSO,1986,16.2532723477284
LTE,1986,5.29315286503993
LTU,1986,
LUX,1986,-0.0837771552214548
LVA,1986,
MAC,1986,5.61518667257465
MAF,1986,
MAR,1986,7.49074948647501
MCO,1986,5.27888310011764
MDA,1986,
MDG,1986,14.4923243761961
MDV,1986,
MEA,1986,3.51770589922245
MEX,1986,69.3508787759755
MHL,1986,2.4538805489823
MIC,1986,5.77938194372711
MKD,1986,
MLI,1986,-0.138300097115064
MLT,1986,3.51770589922245
MMR,1986,4.05134484018284
MNA,1986,7.62807556449515
MNE,1986,
MNG,1986,-9.17235995070065
MNP,1986,
MOZ,1986,
MRT,1986,7.26025166616866
MUS,1986,8.0225608951425
MWI,1986,13.5092843236489
MYS,1986,-8.71731986266188
NAC,1986,3.92451910239803
NAM,1986,10.0829328780771
NCL,1986,9.42290066822056
NER,1986,-4.20027868322548
NGA,1986,5.41545258428278
NIC,1986,281.46019588996
NLD,1986,0.211700367971517
NOR,1986,-0.550762760111439
NPL,1986,14.3925700792726
NRU,1986,
NZL,1986,16.9483952225755
OED,1986,5.05517163446163
OMN,1986,-20.6347047658614
OSS,1986,7.39227630448525
PAK,1986,3.29200083720468
PAN,1986,0.338449386266973
PER,1986,68.3635139565209
PHL,1986,2.89193638813423
PLW,1986,
PNG,1986,1.35686908763664
POL,1986,
PRE,1986,5.53608293030337
PRI,1986,3.33456826517381
PRK,1986,
PRT,1986,20.4511288225897
PRY,1986,26.896747649867
PSE,1986,
PSS,1986,3.05129778035746
PST,1986,3.77073871797688
PYF,1986,8.58924159220776
QAT,1986,
ROU,1986,
RUS,1986,
RWA,1986,-7.02173255141298
SAS,1986,6.98741917790851
SAU,1986,-26.8701069015569
SDN,1986,28.6425566443022
SEN,1986,5.53608293030337
SGP,1986,-1.25281578687675
SLB,1986,5.09796961147002
SLE,1986,78.5037957974302
SLV,1986,-0.94815922337537
SMR,1986,
SOM,1986,33.5268176519481
SRB,1986,
SSA,1986,7.70741859981388
SSD,1986,
SSF,1986,7.39227630448525
SST,1986,5.09796961147002
STP,1986,
SUR,1986,1.25184094198202
SVK,1986,
SVN,1986,
SWE,1986,6.32272310950526
SWZ,1986,13.9165769085529
SXM,1986,
SYC,1986,6.7411306551171
SYR,1986,30.4503196519935
TCA,1986,
TCD,1986,-16.9328260825259
TEA,1986,2.89193638813423
TEC,1986,
TGO,1986,5.59479993703724
THA,1986,1.6531553058301
TJK,1986,-4.02900157355316
TKM,1986,
TLA,1986,10.8403168840444
TLS,1986,
TMN,1986,7.62807556449515
TON,1986,16.1705682809915
TSA,1986,6.98741917790851
TSS,1986,7.39227630448525
TTO,1986,-1.24966910644881
TUN,1986,3.52266784764339
TUR,1986,36.0068855504432
TUV,1986,
TZA,1986,
UGA,1986,137.280875148514
UKR,1986,
UMC,1986,6.56949291927266
URY,1986,70.9633350849444
USA,1986,2.0139014905803
UZB,1986,
VCT,1986,4.58356264544078
VEN,1986,-1.17682323994541
VGB,1986,
VIR,1986,
VNM,1986,398.073085600057
VUT,1986,-2.97252719420267
WLD,1986,5.07657062296582
WSM,1986,-0.309706014589196
XKX,1986,
YEM,1986,
ZAF,1986,16.656865772349
ZMB,1986,81.9883566993867
ZWE,1986,8.0258830987763
ABW,1987,3.59197006924308
AFG,1987,
AGO,1987,9.8233113499663
ALB,1987,-0.0003060929208373
AND,1987,5.94419880985619
ARB,1987,8.84202042232293
ARE,1987,3.68558480261669
ARG,1987,127.539918059086
ARM,1987,
ASM,1987,
ATG,1987,8.87644453330535
AUS,1987,7.0561823886453
AUT,1987,2.43694818761719
AZE,1987,
BDI,1987,-3.41779507858824
BEL,1987,1.68411087935741
BEN,1987,3.02845985259779
BFA,1987,1.23732316838962
BGD,1987,11.1196311686084
BGR,1987,0.0638388002033707
BHR,1987,0.659048470558687
BHS,1987,6.58634765221424
BIH,1987,
BLR,1987,
BLZ,1987,9.58153706474513
BMU,1987,6.4881541787956
BOL,1987,14.5841938238962
BRA,1987,206.208708657138
BRB,1987,7.33777019238279
BRN,1987,10.72996071346
BTN,1987,1.10117268532603
BWA,1987,12.6940698239431
CAF,1987,-2.30335118277361
CAN,1987,
CEB,1987,
CHE,1987,2.19348238819312
CHI,1987,
CHL,1987,25.8484189824577
CHN,1987,5.08251646765456
CIV,1987,-4.07520680060972
CMR,1987,-2.39230914632165
COD,1987,73.7673978894286
COG,1987,7.62652157852142
COL,1987,23.3769365166645
COM,1987,3.2232204203781
CPV,1987,6.96238514949015
CRI,1987,10.1443832689497
CSS,1987,7.33777019238279
CUB,1987,0.610485387429534
CUW,1987,
CYM,1987,
CYP,1987,3.86184870693562
CZE,1987,
DEU,1987,1.27966355384072
DJI,1987,
DMA,1987,5.69387004819293
DNK,1987,4.75468874973275
DOM,1987,14.4229487541989
DZA,1987,8.84202042232293
EAP,1987,7.819157355407
EAR,1987,9.58153706474513
EAS,1987,7.49712585351415
ECA,1987,
ECS,1987,
ECU,1987,-8.70101398503682
EGY,1987,12.4693725365318
EMU,1987,2.75366544112054
ERI,1987,
ESP,1987,5.94419812746384
EST,1987,
ETH,1987,-6.11949199510444
EUU,1987,3.05146989815404
FCS,1987,7.40794144619095
FIN,1987,4.28408406721748
FJI,1987,7.34001036756355
FRA,1987,2.45586098408704
FRO,1987,
FSM,1987,2.76845107987515
GAB,1987,0.993283233261138
GBR,1987,5.4405490747903
GEO,1987,2.33762286341937
GHA,1987,39.201496901411
GIB,1987,
GIN,1987,27.2599901134188
GMB,1987,18.4980118983013
GNB,1987,94.2634572096088
GNQ,1987,1.518170653754
GRC,1987,15.2526783617675
GRD,1987,5.05935046360071
GRL,1987,4.62072811102728
GTM,1987,7.99853485175031
GUM,1987,
GUY,1987,58.7108211163734
HIC,1987,4.6708386754652
HKG,1987,8.61132720870326
HND,1987,2.24250267912511
HPC,1987,7.62652157852142
HRV,1987,
HTI,1987,-10.9759466585695
HUN,1987,
IBD,1987,9.39994796567774
IBT,1987,8.84202042232293
IDA,1987,7.48326597304249
IDB,1987,6.96238514949015
IDN,1987,15.921980396328
IDX,1987,11.0120446456462
IMN,1987,5.37077591846129
IND,1987,9.32789330598244
INX,1987,
IRL,1987,2.1974093259544
IRN,1987,21.5334190145833
IRQ,1987,9.89415935752046
ISL,1987,
ISR,1987,
ITA,1987,6.00928278208094
JAM,1987,10.8225945755829
JOR,1987,-0.251479950989776
JPN,1987,-0.0798469009619822
KAZ,1987,
KEN,1987,5.40195208383581
KGZ,1987,
KHM,1987,
KIR,1987,10.0917431192661
KNA,1987,6.10621614011968
KOR,1987,4.83110780905717
KWT,1987,
LAC,1987,10.4834889222663
LAO,1987,14.4277167046219
LBN,1987,
LBR,1987,
LBY,1987,
LCA,1987,6.28709618836054
LCN,1987,8.87644453330535
LDC,1987,10.7908795202015
LIC,1987,16.7238667839987
LIE,1987,2.51954065993667
LKA,1987,7.75149159408146
LMC,1987,7.68900658630144
LMY,1987,8.76312490439401
LSO,1987,11.7357835170852
LTE,1987,6.28709618836054
LTU,1987,
LUX,1987,0.0630386263660938
LVA,1987,
MAC,1987,11.7520810728766
MAF,1987,
MAR,1987,3.01480842265087
MCO,1987,2.78044953404033
MDA,1987,
MDG,1987,15.460832553855
MDV,1987,
MEA,1987,6.74143392144285
MEX,1987,142.83648940365
MHL,1987,2.8601666931642
MIC,1987,7.99853485175031
MKD,1987,
MLI,1987,-1.90653242237872
MLT,1987,3.05146989815404
MMR,1987,13.9247418403158
MNA,1987,9.3680898899217
MNE,1987,
MNG,1987,0.809788822239028
MNP,1987,
MOZ,1987,
MRT,1987,10.4621278717946
MUS,1987,12.914997337377
MWI,1987,16.7238667839987
MYS,1987,7.6667147507538
NAC,1987,4.48048209393794
NAM,1987,9.39994796567774
NCL,1987,1.70288484767185
NER,1987,1.68456342698155
NGA,1987,19.6694755984806
NIC,1987,523.080952296513
NLD,1987,-1.04763450002928
NOR,1987,7.22134067921196
NPL,1987,12.6968018676571
NRU,1987,
NZL,1987,11.4712630078239
OED,1987,4.83110780905717
OMN,1987,11.1778505668217
OSS,1987,4.14097988515945
PAK,1987,4.51820577773638
PAN,1987,2.28930265168398
PER,1987,85.6496433040751
PHL,1987,7.49712585351415
PLW,1987,
PNG,1987,7.9715999600602
POL,1987,
PRE,1987,8.72491646424386
PRI,1987,3.20796942389039
PRK,1987,
PRT,1987,10.0967847739566
PRY,1987,27.9690683037033
PSE,1987,
PSS,1987,8.7158767434148
PST,1987,4.72094923990312
PYF,1987,-10.4661508650684
QAT,1987,
ROU,1987,
RUS,1987,
RWA,1987,0.665276478885261
SAS,1987,8.53969245003195
SAU,1987,6.74143392144285
SDN,1987,25.8913532515746
SEN,1987,-1.73595432904898
SGP,1987,0.532427941572664
SLB,1987,11.4942569245607
SLE,1987,165.676640000316
SLV,1987,2.3739437095546
SMR,1987,
SOM,1987,32.6547694705621
SRB,1987,
SSA,1987,7.62652157852142
SSD,1987,
SSF,1987,7.40794144619095
SST,1987,7.15007767093647
STP,1987,
SUR,1987,17.2588237263173
SVK,1987,
SVN,1987,
SWE,1987,4.72094923990312
SWZ,1987,1.11311695570294
SXM,1987,
SYC,1987,4.14097988515945
SYR,1987,25.6832768309677
TCA,1987,
TCD,1987,-3.13308180987801
TEA,1987,7.819157355407
TEC,1987,
TGO,1987,1.65884167932835
THA,1987,4.72321351314125
TJK,1987,5.82299572608119
TKM,1987,
TLA,1987,10.4834889222663
TLS,1987,
TMN,1987,9.3680898899217
TON,1987,11.0120446456462
TSA,1987,8.53969245003195
TSS,1987,7.40794144619095
TTO,1987,4.85267158195875
TUN,1987,5.17071147982769
TUR,1987,33.6122290331458
TUV,1987,
TZA,1987,
UGA,1987,180.988011722353
UKR,1987,
UMC,1987,9.39994796567774
URY,1987,72.7839912222861
USA,1987,2.47281000908029
UZB,1987,
VCT,1987,8.68422938646509
VEN,1987,37.4445246543924
VGB,1987,
VIR,1987,
VNM,1987,362.556321180276
VUT,1987,16.4751823391513
WLD,1987,6.4881541787956
WSM,1987,4.5174287763184
XKX,1987,
YEM,1987,
ZAF,1987,14.8480301619174
ZMB,1987,62.0128982645801
ZWE,1987,7.18936131386047
ABW,1988,3.10843920500336
AFG,1988,
AGO,1988,2.21377444948736
ALB,1988,-0.0005785792721866
AND,1988,5.93612498887575
ARB,1988,5.38319482790951
ARE,1988,2.38104573165367
ARG,1988,381.24634440952
ARM,1988,
ASM,1988,
ATG,1988,12.3705948693616
AUS,1988,7.19857603182091
AUT,1988,1.52685544235396
AZE,1988,
BDI,1988,3.49122270126601
BEL,1988,2.16898990310955
BEN,1988,-0.610506907481181
BFA,1988,3.40855660018133
BGD,1988,7.49583529709692
BGR,1988,-5.38974383656904
BHR,1988,2.00942770331535
BHS,1988,1.48431064359701
BIH,1988,
BLR,1988,
BLZ,1988,3.72633554051944
BMU,1988,4.8930139730095
BOL,1988,17.5233370962606
BRA,1988,627.951470204274
BRB,1988,2.75735511474133
BRN,1988,-7.66907302175964
BTN,1988,14.9648718212954
BWA,1988,22.6970595684824
CAF,1988,2.62405594015438
CAN,1988,
CEB,1988,
CHE,1988,2.7902383522878
CHI,1988,
CHL,1988,21.7178811867141
CHN,1988,12.1076614989562
CIV,1988,-0.380926014955392
CMR,1988,0.813898665359304
COD,1988,91.5861854921035
COG,1988,-6.22635298391708
COL,1988,27.7500562450254
COM,1988,1.93730618696644
CPV,1988,5.41160787109729
CRI,1988,18.8392734281974
CSS,1988,4.4988593545862
CUB,1988,1.23322040459593
CUW,1988,
CYM,1988,
CYP,1988,3.19369265857632
CZE,1988,
DEU,1988,1.69046127693917
DJI,1988,
DMA,1988,4.4988593545862
DNK,1988,3.94457902469824
DOM,1988,43.5358714924251
DZA,1988,9.06096347700604
EAP,1988,8.49671042224198
EAR,1988,9.79605539362043
EAS,1988,7.32801561467528
ECA,1988,
ECS,1988,3.13308995725543
ECU,1988,-11.6138011997674
EGY,1988,13.4175543444955
EMU,1988,3.19354699630276
ERI,1988,
ESP,1988,5.93612627411835
EST,1988,
ETH,1988,3.10550371318075
EUU,1988,3.19369265857632
FCS,1988,7.85467683868136
FIN,1988,7.683148334733
FJI,1988,7.32801561467528
FRA,1988,3.1934013340292
FRO,1988,
FSM,1988,4.19924612786107
GAB,1988,2.61513440157093
GBR,1988,6.13317320683642
GEO,1988,-2.59451678448006
GHA,1988,33.4028541879545
GIB,1988,
GIN,1988,21.653639130923
GMB,1988,9.70614941350554
GNB,1988,79.544839057371
GNQ,1988,3.97698450326642
GRC,1988,16.6798711461387
GRD,1988,6.76144921296738
GRL,1988,6.35023844091427
GTM,1988,11.6552979490679
GUM,1988,
GUY,1988,23.6460377170686
HIC,1988,3.62151674290834
HKG,1988,8.80187083581703
HND,1988,9.17751045764341
HPC,1988,9.36193041017259
HRV,1988,
HTI,1988,27.427621559444
HUN,1988,
IBD,1988,10.1170340331734
IBT,1988,9.17751045764341
IDA,1988,7.85467683868136
IDB,1988,5.93361607497805
IDN,1988,7.78479726940087
IDX,1988,9.75110240356299
IMN,1988,4.43718611550608
IND,1988,8.23251536870477
INX,1988,
IRL,1988,3.24631108961569
IRN,1988,20.0802993273963
IRQ,1988,10.4312500007679
ISL,1988,
ISR,1988,
ITA,1988,6.65040261914507
JAM,1988,12.0555766552987
JOR,1988,1.26489738678485
JPN,1988,0.741694323013206
KAZ,1988,
KEN,1988,6.45562427885882
KGZ,1988,-1.87730647062318
KHM,1988,
KIR,1988,4.95448179271708
KNA,1988,7.01092521196738
KOR,1988,7.12330844241802
KWT,1988,
LAC,1988,14.7894568757796
LAO,1988,25.8491486658893
LBN,1988,
LBR,1988,
LBY,1988,
LCA,1988,0.437892645691178
LCN,1988,11.6552979490679
LDC,1988,10.7607298047881
LIC,1988,21.653639130923
LIE,1988,2.50531223251818
LKA,1988,10.1170340331734
LMC,1988,7.92423698484919
LMY,1988,9.12334715863909
LSO,1988,20.0811009249169
LTE,1988,3.69310428992691
LTU,1988,
LUX,1988,2.77642630547237
LVA,1988,
MAC,1988,8.85541465296103
MAF,1988,
MAR,1988,3.6705965517076
MCO,1988,3.07277858048165
MDA,1988,
MDG,1988,26.3375571405737
MDV,1988,
MEA,1988,3.6705965517076
MEX,1988,100.447264237704
MHL,1988,4.12325109889061
MIC,1988,8.23251536870477
MKD,1988,
MLI,1988,-4.25293155479166
MLT,1988,1.85956131883181
MMR,1988,22.8170357046523
MNA,1988,9.74610673888697
MNE,1988,
MNG,1988,0.93098771431508
MNP,1988,
MOZ,1988,
MRT,1988,5.38319482790951
MUS,1988,10.8864576087397
MWI,1988,31.0918059568501
MYS,1988,3.62002625029952
NAC,1988,4.21021771533999
NAM,1988,20.1526012639735
NCL,1988,2.55924022822714
NER,1988,-5.29999776973314
NGA,1988,20.1771261186241
NIC,1988,13611.6348185375
NLD,1988,0.819638044875703
NOR,1988,4.86852708696553
NPL,1988,11.8153101960706
NRU,1988,
NZL,1988,7.90809353212489
OED,1988,6.13317320683642
OMN,1988,1.31896903735725
OSS,1988,5.41160787109729
PAK,1988,9.61756064978374
PAN,1988,-0.19192916811474
PER,1988,586.278731131526
PHL,1988,9.75995911860829
PLW,1988,
PNG,1988,7.92423698484919
POL,1988,
PRE,1988,5.91940955338416
PRI,1988,3.71561202814621
PRK,1988,
PRT,1988,11.1653892011927
PRY,1988,27.2355212990878
PSE,1988,
PSS,1988,8.19859973715503
PST,1988,4.40655305583189
PYF,1988,2.27647192955909
QAT,1988,
ROU,1988,
RUS,1988,
RWA,1988,2.22537632565529
SAS,1988,9.86729734147859
SAU,1988,-8.94864410812357
SDN,1988,78.8625963356153
SEN,1988,-1.14033178200231
SGP,1988,5.43072131692747
SLB,1988,16.8120453528426
SLE,1988,64.2882480620586
SLV,1988,3.90575551112049
SMR,1988,
SOM,1988,69.8473700881734
SRB,1988,
SSA,1988,7.78511669251354
SSD,1988,
SSF,1988,7.12037048568618
SST,1988,6.08652854203233
STP,1988,
SUR,1988,9.89739123937395
SVK,1988,
SVN,1988,
SWE,1988,6.57120642555813
SWZ,1988,24.1326094906132
SXM,1988,
SYC,1988,3.85939219586085
SYR,1988,23.443423949845
TCA,1988,
TCD,1988,9.36193041017259
TEA,1988,8.49671042224198
TEC,1988,
TGO,1988,2.58577645263938
THA,1988,5.91839654888264
TJK,1988,-2.57441539130541
TKM,1988,-2.72340436737647
TLA,1988,14.9469659828111
TLS,1988,
TMN,1988,9.74610673888697
TON,1988,9.06918385963478
TSA,1988,9.86729734147859
TSS,1988,7.12037048568618
TTO,1988,4.15797138177156
TUN,1988,7.7041939592454
TUR,1988,69.0181311101417
TUV,1988,
TZA,1988,
UGA,1988,189.975114519253
UKR,1988,1.71812831864311
UMC,1988,9.48328754950436
URY,1988,74.6363917846918
USA,1988,3.52742145767047
UZB,1988,-1.30707973725613
VCT,1988,0.216495440517008
VEN,1988,18.4976599733232
VGB,1988,
VIR,1988,
VNM,1988,411.040253311166
VUT,1988,9.79605539362043
